Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
coj1m011-fa12-20190330-0142-e91.fits,0,58572.95261,2458572.953,2458572.955742,1.439244,55,5.414021,12.755327,1.35,19,30,45,0.239737,0.007797,0.025416,0.02837,0.061183,0.006913,0.274153,0.651601,0.640174,0.000346,0.00013,0.000152,0.000156,0.000192,0.00013,0.000425,0.000828,0.000815,693.649798,59.925103,166.82382,181.527918,318.604412,53.342998,645.63938,786.803552,785.064278,2906712.107,1811.140765,2065.213355,2034.925808,2065.713355,2061.574192,8.222957,12.222234,696847.3658,511.132008,905.932042,769.2049,22222.37891,1363.341279,207.894009,3033,4.782615,9.183972,9.074212,9.293732,88.846734,0.999428,2256.173702,1895.106078,2256.673702,2201.393922,8.224378,12.20734,22663.82961,377.938868,59.966919,978.855957,44.340462,201.141084,4.847176,9.303232,10.287527,8.318936,348.472971,0.948279,2331.614565,1845.089187,2332.114565,2251.410813,8.224939,12.20202,73876.48368,440.442436,167.732438,2561.845947,144.535037,201.000857,4.854811,9.633776,9.675237,9.592314,42.257315,0.991892,1895.408622,1827.398095,1895.908622,2269.101905,8.221722,12.199577,82463.84018,451.361119,182.700363,2853.028564,161.3357,203.118254,4.835411,8.749288,8.709339,8.789238,69.970708,0.999858,1871.573222,1755.898619,1872.073222,2340.601381,8.221552,12.191812,177842.6308,547.082938,325.074351,6082.311035,347.938747,203.538946,4.609898,9.02691,8.871186,9.182633,82.410817,0.998723,1960.363591,2224.111541,1960.863591,1872.388459,8.222168,12.242573,20095.26847,376.509873,53.372488,728.921509,39.315222,204.55943,5.186812,9.8078,7.76563,11.84997,63.000518,0.538919,2607.443516,2237.494067,2607.943516,1859.005933,8.226942,12.244802,625421.9689,864.889434,723.123609,21380.25,1223.60165,205.320283,4.750648,9.32086,9.206909,9.434811,272.521701,0.999398,1536.163506,2714.045903,1536.663506,1382.454097,8.218996,12.295052,1146775.901,1127.583426,1017.020892,36778.76172,2243.60025,208.447443,4.710681,9.182286,9.075505,9.289067,82.072844,0.999416,1127.348894,1892.998764,1127.848894,2203.501236,8.216049,12.205719,1134514.237,1122.83247,1010.403838,37101.53906,2219.611016,211.275764,4.77181,9.143976,9.003137,9.284814,84.115394,0.99901
coj1m011-fa12-20190330-0143-e91.fits,0,58572.95356,2458572.954,2458572.956690,1.442107,55,5.59072,13.559533,1.35,19,30,45,0.240419,0.007715,0.025355,0.028219,0.061265,0.007177,0.272393,0.653551,0.641174,0.00035,0.000137,0.000159,0.000162,0.000197,0.000137,0.000428,0.000838,0.000824,687.078235,56.384344,159.850417,174.03291,310.702212,52.38037,636.522405,780.152138,778.164362,2894352.926,1820.272994,2065.096892,2035.012798,2065.596892,2061.487202,8.222957,12.222234,695856.7757,577.616131,913.344623,761.877563,19665.69141,1204.70454,201.306243,3066,4.992401,9.632315,9.587565,9.677064,57.438844,0.999512,2256.111416,1895.135852,2256.611416,2201.364148,8.224378,12.207333,22329.31119,395.770643,56.419827,887.024292,38.6577,195.703311,4.949867,10.031547,10.748994,9.3141,343.563244,0.971289,2331.554415,1845.214353,2332.054415,2251.285647,8.224939,12.202024,73385.90264,456.765316,160.66435,2320.654785,127.049607,196.166724,5.003613,9.582519,9.548328,9.61671,67.34033,0.999897,1895.230986,1827.475638,1895.730986,2269.024362,8.221721,12.199575,81674.55045,466.485751,175.08477,2587.980957,141.399359,197.573565,4.879458,9.161162,9.150106,9.172219,45.713675,0.99061,1871.515587,1756.06314,1872.015587,2340.43686,8.221552,12.19182,177321.8565,559.711683,316.809282,5476.992676,306.9891,197.624844,4.860711,9.456611,9.290676,9.622547,75.065914,0.998363,1960.140788,2223.792108,1960.640788,1872.707892,8.222167,12.242529,20773.22919,396.368995,52.408815,677.420166,35.963728,198.784642,5.293352,11.336941,8.647426,14.026456,84.315572,0.790072,2607.346076,2237.565865,2607.846076,1858.934135,8.226942,12.244801,619621.0635,870.628729,711.693794,18378.42578,1072.721189,200.711585,4.97975,9.63158,9.560226,9.702934,277.317783,0.999766,1536.095442,2714.116814,1536.595442,1382.383186,8.218996,12.295053,1143966.306,1132.623939,1010.01424,32060.97266,1980.495772,201.843091,4.989094,9.60494,9.51981,9.69007,74.420875,0.999571,1127.23002,1893.074947,1127.73002,2203.425053,8.216048,12.205718,1130765.556,1128.079077,1002.381464,32710.0918,1957.641926,206.486263,4.954215,9.468836,9.362886,9.574785,79.950456,0.999432
coj1m011-fa12-20190330-0144-e91.fits,0,58572.9545,2458572.955,2458572.957636,1.445028,55,6.728947,15.308313,1.35,19,30,45,0.241533,0.008018,0.025134,0.027849,0.06137,0.007385,0.273674,0.650637,0.641921,0.000359,0.000154,0.000173,0.000176,0.00021,0.000155,0.00044,0.000849,0.00084,673.027286,51.920297,145.075093,157.803765,292.330124,47.719074,622.393718,766.241626,764.628189,2899345.581,1857.264967,2065.069307,2034.975828,2065.569307,2061.524172,8.222957,12.222209,700288.4985,736.214794,938.83823,745.909653,13950.57422,951.20134,198.205356,3009,6.026297,10.790555,10.650717,10.930393,81.917818,0.999272,2256.127069,1895.150884,2256.627069,2201.349116,8.224378,12.207315,23248.17876,447.518951,51.949037,652.737915,31.577984,192.592182,6.092763,10.720307,10.555389,10.885225,53.82353,0.989704,2331.519325,1845.217467,2332.019325,2251.282533,8.224938,12.202004,72873.04133,500.138766,145.705645,1645.173828,98.983397,194.135927,6.177226,10.4722,10.429235,10.515164,47.952101,0.993637,1895.305919,1827.495524,1895.805919,2269.004476,8.221721,12.199559,80743.3776,509.048594,158.616247,1880.076904,109.673669,195.487268,5.990462,10.393721,10.069026,10.718416,72.853791,0.994292,1871.470475,1756.037688,1871.970475,2340.462312,8.221551,12.1918,177931.8877,597.900426,297.594516,3720.682617,241.684749,195.48712,5.970556,10.699225,10.690789,10.70766,281.381695,0.999997,1960.181018,2223.783793,1960.681018,1872.716207,8.222167,12.242506,21411.84614,448.496554,47.741384,517.082031,29.083694,195.726853,6.484685,13.169544,10.924921,15.414166,80.385687,0.876918,2607.315243,2237.552214,2607.815243,1858.947786,8.226941,12.244774,622981.6374,896.512108,694.89484,12528.46191,846.195489,197.680024,6.060264,10.865964,10.741436,10.990491,89.909773,0.999475,1536.019213,2714.250773,1536.519213,1382.249227,8.218996,12.295041,1142844.061,1151.251917,992.696771,21972.06445,1552.324227,200.323238,6.112054,10.911506,10.731148,11.091864,83.145218,0.998843,1127.206939,1893.016677,1127.706939,2203.483323,8.216048,12.205696,1133519.883,1149.051009,986.483519,22723.25195,1539.659202,203.767985,6.055492,10.625842,10.449643,10.802041,72.17022,0.998335
coj1m011-fa12-20190330-0145-e91.fits,0,58572.95545,2458572.955,2458572.958583,1.448043,55,6.063996,13.522494,1.35,19,30,45,0.240096,0.007992,0.025198,0.028024,0.060637,0.007212,0.272751,0.650706,0.643388,0.00035,0.000136,0.000158,0.000161,0.000196,0.000136,0.000428,0.000835,0.000827,686.508885,58.61694,159.910159,173.616285,308.957578,52.934075,637.009991,779.341382,778.035514,2884209.829,1814.719782,2064.97076,2034.165004,2065.47076,2062.334996,8.222957,12.222227,692486.8661,574.464858,909.753304,761.18093,18461.12891,1205.446872,198.278224,3063,5.186852,9.933855,9.852016,10.015695,89.167333,0.999728,2256.038773,1894.310716,2256.538773,2202.189284,8.224379,12.207329,23050.78055,392.976808,58.656847,766.906616,40.125658,192.626332,5.248917,10.054429,11.368632,8.740227,2.474767,0.933442,2331.455734,1844.408494,2331.955734,2252.091506,8.224939,12.202021,72676.77126,452.178745,160.725757,2183.857422,126.512127,193.25569,5.260471,9.737185,9.461373,10.012997,81.680208,0.99651,1895.205465,1826.763965,1895.705465,2269.736035,8.221722,12.199582,80827.42787,462.766078,174.661523,2284.537109,140.700387,195.002952,5.348648,9.358185,9.582122,9.134247,9.146679,0.997462,1871.393613,1755.239298,1871.893613,2341.260702,8.221552,12.191815,174888.9522,555.262989,314.965981,4855.687012,304.438034,195.184495,5.212687,9.482946,9.372237,9.593655,273.657156,0.999446,1960.188275,2223.124542,1960.688275,1873.375458,8.222168,12.242542,20801.02341,392.742922,52.963458,613.370911,36.209392,195.546263,5.811439,11.594859,11.112191,12.077527,68.179662,0.986811,2607.224117,2236.775498,2607.724117,1859.724502,8.226942,12.244801,618087.1824,867.44264,712.539543,16402.93164,1075.935584,196.417181,5.225841,9.943331,9.876065,10.010596,273.381184,0.999814,1535.988792,2713.174526,1536.488792,1383.325474,8.218996,12.295036,1136951.272,1128.184567,1007.77063,29218.58398,1979.148516,198.326597,5.328899,9.923668,9.83655,10.010787,88.078845,0.99969,1127.108217,1892.289275,1127.608217,2204.210725,8.216048,12.205717,1129171.375,1126.033187,1002.786942,30256.25391,1965.605658,203.343955,5.223261,9.728304,9.688775,9.767833,89.568255,0.999934
coj1m011-fa12-20190330-0146-e91.fits,0,58572.9564,2458572.956,2458572.959532,1.451118,55,5.651404,13.389026,1.35,19,30,45,0.240441,0.007959,0.02532,0.028325,0.061002,0.007404,0.273503,0.653013,0.63986,0.00035,0.000135,0.000157,0.000161,0.000196,0.000136,0.000429,0.000839,0.000824,685.996213,58.820367,160.889292,175.751194,310.880793,54.51475,637.018478,778.571936,776.463917,2869261.244,1807.711305,2065.037044,2035.505019,2065.537044,2060.994981,8.222957,12.222245,689889.0308,563.180797,906.897038,760.713733,20073.16406,1224.98678,197.332647,2994,4.878435,9.679521,9.722086,9.636955,30.58918,0.999667,2256.064442,1895.713783,2256.564442,2200.786217,8.224379,12.207353,22836.59351,387.976281,58.860798,847.765259,40.549311,191.815848,4.964941,9.6148,10.073926,9.155673,333.346471,0.97457,2331.421222,1845.701084,2331.921222,2250.798916,8.224939,12.202034,72649.40714,449.22328,161.722267,2343.739502,128.998374,193.208805,4.949208,8.818052,8.810827,8.825277,47.518644,0.999652,1895.222638,1827.923819,1895.722638,2268.576181,8.221722,12.19958,81272.50756,459.585743,176.838618,2467.294434,144.309799,194.040192,5.081604,9.62973,9.886926,9.372535,25.232287,0.992968,1871.388203,1756.44705,1871.888203,2340.05295,8.221552,12.191818,175031.5076,552.113111,317.021103,5480.387695,310.790973,193.53701,5.014992,9.374708,9.455467,9.29395,342.719064,0.999562,1960.125895,2224.534736,1960.625895,1871.965264,8.222167,12.242567,21243.04586,389.44529,54.546932,613.946899,37.719762,194.154519,5.183703,12.788657,12.52786,13.049453,290.499892,0.997082,2607.228536,2238.052527,2607.728536,1858.447473,8.226942,12.244812,616214.8863,864.406598,712.876195,17613.37695,1094.168853,195.776061,4.990197,9.740636,9.751004,9.730267,40.929002,0.999774,1536.031076,2714.446351,1536.531076,1382.053649,8.218996,12.295046,1133484.429,1125.06863,1007.480254,32778.92969,2012.647512,198.470309,4.838665,9.586422,9.586586,9.586258,44.810106,0.999973,1127.196768,1893.503256,1127.696768,2202.996744,8.216049,12.20572,1119561.928,1120.197291,999.432812,32684.75781,1987.926319,202.09348,4.896894,9.514846,9.445491,9.5842,85.236824,0.999782
coj1m011-fa12-20190330-0147-e91.fits,0,58572.95735,2458572.957,2458572.960479,1.454267,55,6.071484,14.113036,1.35,19,30,45,0.24113,0.00787,0.025467,0.028072,0.06162,0.007323,0.275294,0.649958,0.639906,0.000354,0.000142,0.000163,0.000166,0.000201,0.000142,0.000435,0.000841,0.00083,681.25711,55.566458,156.307411,168.875108,306.216001,51.580422,632.608998,773.143944,771.347752,2869830.429,1820.547719,2064.965658,2034.681863,2065.465658,2061.818137,8.222956,12.222228,692001.8323,625.735472,916.01404,755.448937,17663.71875,1105.901556,194.646828,2979,5.402392,9.942607,9.821416,10.063799,276.547131,0.999374,2255.985761,1894.784983,2256.485761,2201.715017,8.224377,12.207326,22586.36275,406.22215,55.601012,757.83136,36.095705,188.50128,5.354271,9.471707,9.316016,9.627398,51.50621,0.978694,2331.441012,1844.832861,2331.941012,2251.667139,8.224938,12.202013,73086.26905,465.275968,157.081548,2052.300049,116.800585,189.865478,5.351329,9.855562,9.444749,10.266375,79.364616,0.992024,1895.205125,1827.187474,1895.705125,2269.312526,8.221721,12.199576,80561.98242,474.305242,169.852608,2212.300049,128.747667,191.027211,5.394261,10.068354,10.013796,10.122913,65.590984,0.999729,1871.354068,1755.71344,1871.854068,2340.78656,8.221551,12.191815,176837.8805,566.493205,312.162404,4763.395996,282.608048,190.507546,5.349152,9.818007,9.706915,9.929098,281.871286,0.999389,1960.067486,2223.513143,1960.567486,1872.986857,8.222167,12.242526,21016.18097,407.226737,51.608058,614.114136,33.586367,191.651391,6.226649,11.816603,9.479674,14.153532,78.86787,0.830824,2607.2149,2237.410458,2607.7149,1859.089542,8.226941,12.24481,619501.6428,875.125179,707.900604,16031.54883,990.037596,193.292998,5.35059,9.985948,9.999914,9.971983,319.510978,0.999682,1535.993896,2713.948129,1536.493896,1382.551871,8.218996,12.295057,1130495.125,1130.317007,1000.157582,28660.16602,1806.666195,196.141199,5.276752,9.87074,9.763777,9.977703,272.467433,0.999527,1127.051529,1892.768412,1127.551529,2203.731588,8.216048,12.205718,1119833.661,1127.356812,993.326735,28863.11914,1789.627903,199.474868,5.286555,9.824261,9.674416,9.974107,283.376911,0.998833
coj1m011-fa12-20190330-0148-e91.fits,0,58572.9583,2458572.958,2458572.961428,1.457489,55,6.145755,14.397373,1.35,19,30,45,0.241312,0.008236,0.025229,0.028062,0.061019,0.007099,0.272999,0.654423,0.639309,0.000356,0.000144,0.000165,0.000168,0.000203,0.000144,0.000435,0.000849,0.000832,678.790624,57.01981,152.850472,166.664976,301.31041,49.310098,628.106259,771.120006,768.723339,2864391.37,1823.3698,2064.886102,2035.139745,2065.386102,2061.360255,8.222957,12.222227,691212.2123,651.203013,918.331664,752.682543,17145.2168,1061.438904,192.012117,3002,5.391725,10.121775,10.144523,10.099028,27.328896,0.99994,2255.874108,1895.3865,2256.374108,2201.1135,8.224378,12.207341,23591.4164,413.468073,57.057408,764.19281,36.227437,186.68523,5.613914,10.449033,9.295403,11.602663,280.374001,0.94558,2331.270296,1845.467441,2331.770296,2251.032559,8.224938,12.202032,72265.17998,470.540218,153.579178,2067.355225,110.971815,187.562963,5.38812,9.809692,9.56897,10.050414,76.343031,0.996953,1895.072603,1827.684628,1895.572603,2268.815372,8.221721,12.199577,80381.05636,479.56928,167.610937,2212.226807,123.434712,188.735496,5.477603,9.317468,9.252687,9.382249,49.396196,0.991725,1871.263157,1756.234649,1871.763157,2340.265351,8.221552,12.191818,174782.7347,569.30527,307.010569,4491.338867,268.399764,189.052475,5.344941,9.866769,9.736264,9.997273,79.227746,0.999191,1960.033413,2224.136514,1960.533413,1872.363486,8.222168,12.242545,20333.30533,412.152618,49.334408,579.18158,31.224219,189.308547,5.652483,12.14749,9.69944,14.595541,74.114238,0.792435,2607.127231,2237.765477,2607.627231,1858.734523,8.226942,12.244802,614278.7994,875.066789,701.979331,15278.04102,943.29846,191.737683,5.487392,10.102668,10.110354,10.094983,319.700149,0.999913,1535.848976,2714.285,1536.348976,1382.215,8.218996,12.295045,1133037.261,1133.909125,999.231098,27592.65039,1739.914032,192.713926,5.465057,10.123039,10.101719,10.14436,281.928806,0.999979,1127.028505,1893.319405,1127.528505,2203.180595,8.216049,12.205721,1117075.31,1128.355279,990.003176,27567.94727,1715.402551,196.910076,5.419076,9.994838,9.973698,10.015979,80.747584,0.99998
coj1m011-fa12-20190330-0149-e91.fits,0,58572.95924,2458572.959,2458572.962372,1.460786,55,7.150146,15.612935,1.35,19,30,45,0.241524,0.007913,0.025181,0.028253,0.060609,0.006921,0.272827,0.65368,0.640325,0.000362,0.000157,0.000176,0.00018,0.000212,0.000157,0.000443,0.00086,0.000845,666.624208,50.46406,142.966225,157.179965,286.354909,44.022034,615.868237,759.892874,757.707292,2862509.5,1850.049455,2064.935916,2034.695201,2065.435916,2061.804799,8.222957,12.222247,691365.3895,765.80642,935.920461,738.70101,12337.75195,902.793932,192.950111,2971,6.401039,11.354357,11.347402,11.361312,275.001272,0.999998,2256.071731,1894.618676,2256.571731,2201.881324,8.22438,12.207325,22650.86329,448.612588,50.490922,570.601685,29.577792,186.527313,6.423959,10.159561,8.961955,11.357167,74.688228,0.926984,2331.412125,1844.74955,2331.912125,2251.75045,8.22494,12.20202,72081.83174,502.030926,143.580461,1465.958618,94.125395,187.443296,6.471319,10.522155,10.548282,10.496029,43.34634,0.992591,1895.219561,1827.075345,1895.719561,2269.424655,8.221722,12.199577,80874.187,511.870619,157.997322,1611.748779,105.606567,188.677257,6.321689,11.334825,11.330037,11.339612,46.019349,0.999436,1871.349578,1755.602121,1871.849578,2340.897879,8.221552,12.191815,173494.8935,595.407143,291.388666,3310.53833,226.551892,189.134007,6.305515,11.121153,11.19797,11.044336,352.250265,0.999795,1959.888589,2223.415382,1960.388589,1873.084618,8.222166,12.242536,19811.90013,449.862891,44.039863,466.22052,25.870637,189.351237,6.866299,13.580801,13.058448,14.103154,56.750975,0.962899,2607.141998,2237.321147,2607.641998,1859.178853,8.226942,12.244824,613571.0386,892.816547,687.23081,10686.66797,801.209055,191.407873,6.398551,11.472441,11.450632,11.494251,302.617513,0.999918,1535.94784,2713.758327,1536.44784,1382.741673,8.218996,12.295063,1131515.977,1147.99162,985.648291,18829.15234,1477.548304,194.335392,6.589006,11.481435,11.418239,11.544632,289.132696,0.999803,1127.060217,1892.805705,1127.560217,2203.694295,8.216048,12.205733,1117422.484,1143.536987,977.163394,19419.62695,1459.144837,197.439473,6.428178,11.338188,11.330633,11.345744,309.763536,0.999946
coj1m011-fa12-20190330-0150-e91.fits,0,58572.96019,2458572.96,2458572.963319,1.464146,55,7.721265,16.365884,1.35,19,30,45,0.240197,0.008104,0.025313,0.028049,0.060711,0.00707,0.274821,0.653613,0.637091,0.000366,0.000166,0.000185,0.000188,0.000219,0.000166,0.000452,0.00087,0.000851,655.506673,48.84294,137.11787,149.508723,277.213529,42.492355,608.047642,751.337186,748.741366,2857767.672,1868.955412,2064.905653,2035.245253,2065.405653,2061.254747,8.222958,12.222238,686427.4566,841.450987,946.065362,725.560288,10833.83789,815.766417,193.979164,2934,6.749527,12.082686,12.102497,12.062875,343.049334,0.999984,2255.958169,1895.299325,2256.458169,2201.200675,8.224379,12.20733,23159.41024,473.918891,48.867877,528.241089,27.523184,187.680131,6.783911,11.679723,12.469811,10.889636,356.107599,0.981523,2331.339342,1845.473153,2331.839342,2251.026847,8.224939,12.202031,72338.98094,525.442383,137.672528,1286.718994,85.969334,188.754905,6.862333,11.517223,11.473019,11.561427,67.141805,0.999879,1895.075548,1827.675526,1895.575548,2268.824474,8.221722,12.199574,80158.93912,533.579853,150.228572,1392.508301,95.262755,190.443156,6.974717,11.754082,11.664601,11.843562,302.369548,0.998727,1871.300351,1756.27691,1871.800351,2340.22309,8.221552,12.191821,173498.6094,615.494901,281.884723,2893.579834,206.189798,190.43355,6.760342,11.687603,11.673496,11.701711,310.085255,0.9998,1959.861964,2223.737306,1960.361964,1872.762694,8.222167,12.242501,20205.72335,475.330677,42.508772,430.157898,24.012953,190.816948,8.129423,13.692442,12.513384,14.871499,279.898178,0.966989,2607.128904,2237.884026,2607.628904,1858.615974,8.226942,12.244815,616066.8879,908.32261,678.246783,9453.02832,732.148274,193.171828,6.697939,12.190887,12.187967,12.193808,312.502974,0.99997,1535.812624,2714.519308,1536.312624,1381.980692,8.218995,12.295071,1129570.985,1157.941806,975.498923,17882.51953,1342.408533,194.906123,6.611802,11.962232,11.97121,11.953253,318.214939,0.99982,1126.908275,1893.43431,1127.408275,2203.06569,8.216048,12.205732,1112129.799,1152.004836,965.386397,16708.51172,1321.68102,198.467124,6.771244,12.031322,12.034519,12.028125,316.467073,0.999892
coj1m011-fa12-20190330-0151-e91.fits,0,58572.96113,2458572.961,2458572.964264,1.467577,55,7.419017,16.190877,1.35,19,30,45,0.240275,0.008247,0.024769,0.028268,0.060957,0.007332,0.272957,0.652528,0.641244,0.000368,0.000167,0.000185,0.000189,0.00022,0.000167,0.000451,0.000871,0.000858,653.259597,49.395997,133.848314,149.79331,277.41996,44.000715,605.145784,749.544143,747.420556,2842201.784,1863.160219,2064.633898,2035.173336,2065.133898,2061.326664,8.222957,12.222243,682910.3166,823.551242,944.684378,722.897862,11812.08008,829.22626,199.297726,2908,6.374972,11.851795,11.889717,11.813873,22.061315,0.999921,2255.776234,1895.262539,2256.276234,2201.237461,8.224379,12.20734,23439.55147,474.274458,49.421914,568.532898,28.461558,192.200838,6.702869,12.465692,13.147184,11.784201,347.574434,0.985567,2331.069073,1845.336111,2331.569073,2251.163889,8.224939,12.20203,70399.34733,523.935121,134.366536,1437.814819,85.482656,193.451,6.368062,11.361233,11.164952,11.557515,73.307175,0.998289,1894.84462,1827.56954,1895.34462,2268.93046,8.221722,12.199576,80344.15083,533.774613,150.520742,1491.580933,97.558168,194.462709,6.53988,11.385803,11.485818,11.285788,31.452493,0.998512,1871.016588,1756.067332,1871.516588,2340.432668,8.221552,12.191812,173251.5192,614.096074,282.124453,3052.807617,210.371268,194.868584,6.382203,11.54002,11.66142,11.41862,353.794512,0.999536,1959.521922,2223.757917,1960.021922,1872.742083,8.222166,12.242516,20839.9258,473.429921,44.01903,477.507019,25.304953,195.516746,7.336835,13.733945,12.955982,14.511908,74.975201,0.982979,2606.923544,2237.750399,2607.423544,1858.749601,8.226942,12.244814,609445.4687,903.579596,674.479007,10160.69824,740.02131,197.532516,6.467178,11.939634,11.992077,11.887192,6.85574,0.999918,1535.654744,2714.260527,1536.154744,1382.239473,8.218996,12.295054,1122290.663,1153.347729,973.072244,18805.35352,1362.745395,198.776734,6.493861,11.887088,11.915043,11.859132,36.384594,0.999748,1126.74313,1893.248902,1127.24313,2203.251098,8.216048,12.205724,1110465.653,1150.955661,964.820532,19151.15039,1348.386835,202.638675,6.384031,11.682702,11.726988,11.638416,23.78159,0.999874
coj1m011-fa12-20190330-0152-e91.fits,0,58572.96208,2458572.962,2458572.965209,1.471097,55,7.319814,15.926236,1.35,19,30,45,0.24065,0.008066,0.024835,0.028302,0.060868,0.007323,0.274281,0.653333,0.638258,0.000366,0.000164,0.000182,0.000186,0.000217,0.000164,0.00045,0.000868,0.000851,657.415569,49.173398,136.153167,152.485831,280.093282,44.589361,609.503863,752.417525,749.942434,2845718.458,1858.011826,2065.163454,2034.872648,2065.663454,2061.627352,8.222956,12.222224,684821.2753,796.849295,940.843591,727.880045,12053.56348,859.411284,199.30499,2961,6.384966,11.304099,11.250353,11.357844,73.500839,0.999871,2256.119434,1894.949602,2256.619434,2201.550398,8.224377,12.20732,22953.7771,466.551931,49.198761,576.988342,28.805669,193.085572,6.516661,12.805947,12.663618,12.948277,310.1228,0.982791,2331.584485,1845.123485,2332.084485,2251.376515,8.224938,12.202021,70672.64388,517.012154,136.694357,1436.966919,88.6901,194.446892,6.296986,11.022887,10.856571,11.189203,82.763728,0.999029,1895.371384,1827.432123,1895.871384,2269.067877,8.221721,12.199578,80540.19673,525.557259,153.247235,1578.40625,101.073311,195.038931,6.583093,10.872248,10.60056,11.143936,62.292411,0.992257,1871.557367,1755.930353,1872.057367,2340.569647,8.221551,12.191814,173212.4707,607.980947,284.89786,3118.724365,217.371681,195.781882,6.54874,10.961928,10.742359,11.181498,70.941506,0.997409,1960.313781,2223.922399,1960.813781,1872.577601,8.222167,12.242546,20840.34606,467.185712,44.608269,493.214508,26.153435,195.986677,6.95123,13.213367,12.028109,14.398624,66.70293,0.932922,2607.394348,2237.448799,2607.894348,1859.051201,8.226941,12.244789,612522.432,900.694544,680.055671,11088.78125,768.680397,197.365409,6.402537,11.336107,11.327448,11.344766,49.361703,0.999899,1536.156693,2714.205909,1536.656693,1382.294091,8.218996,12.295058,1124517.184,1151.587215,976.493286,19264.58984,1411.20434,199.386231,6.458683,11.351507,11.241294,11.46172,81.485126,0.999588,1127.253596,1892.997519,1127.753596,2203.502481,8.216048,12.205718,1108678.842,1146.649105,966.885891,20165.37305,1391.328134,203.739961,6.316414,11.126014,11.102987,11.14904,55.651121,0.99987
