TIC_ID,TOI,Priority,Dispo,P (days),dP,Epoch,Dur,RA (J2000),DEC (J2000),Tmag,Depth,R_E,dRe,R_s,dR_s,T_eff,logg,Met,M_s,D (pc),Sect,Rp/R*,a/R*,b,Insol,AB,T_eq,Notes,M_p,dM_p,LCO_rms,rms_err,Data
453260209,1215.01,1,CPC-,1.2126150,0.000048,1570.391508,0.9,146.879600,-77.2962000,9.6,253,0.88,0.99,0.518,0.077,3751,4.8,0,0.518,34.66,"12,11,10",0.0156,7.42,1.00,148.9,0.3,890,,-,-,-,-,FALSE
206609630,212.01,5,PPC,0.3352690,0.000001,1325.491317,0.7,22.550065,-59.5832450,12.3,18458,5.51,1.00,0.230,0.050,3165,5.0,0,0.230,122.00,1,0.2196,5.41,0.00,142.0,0.3,880,ooooeeee (atmospheric loss?),,,-,-,FALSE
12421862,198.01,1,PPC,20.4272650,0.003312,1356.375417,2.2,2.268200,-27.1221000,9.9,1208,1.56,1.00,0.444,0.050,3763,4.8,0,0.444,41.70,2,0.0323,54.07,0.00,2.8,0.3,331,oooeee,,,-,-,FALSE
321688498,2290.01,1,PPC,0.3862300,0.000008,1764.988741,0.9,321.599668,68.640356,11.1,601,1.49,1.01,0.566,0.017,3863,5.0,0,0.566,58.09,"17,18,24,25",0.0241,3.26,0.00,867.4,0.3,1383,,,,,,FALSE
235678745,2095.01,1,CPC,17.6646290,0.000520,1692.802457,2.7,285.633044,75.4186050,11.1,776,1.31,1.09,0.463,0.014,3746,5.0,0,0.463,41.92,14-23,0.0259,47.72,0.00,3.6,0.3,351,oooeee,,,,,FALSE
359271092,741.01,3,PC,7.5762620,0.000182,1544.087397,2.2,140.406700,-60.2820000,7.7,356,1.05,1.00,0.528,0.050,3766,4.8,0,0.528,40.30,9,0.0182,24.87,0.00,13.5,0.3,488,,,,-,-,FALSE
316937670,221.01,2,PC,0.6242500,0.000033,1325.342966,0.8,356.490400,-56.3447000,11.8,954,1.67,1.00,0.500,0.050,3900,4.8,0,0.500,101.40,1,0.0307,4.88,0.00,402.4,0.3,1142,,,,-,-,FALSE
55488511,557.01,1,PC,3.3454310,0.001591,1439.541685,1.0,59.017200,-10.2720000,11.6,1625,2.40,1.00,0.580,0.050,4081,4.7,0,0.580,75.96,5,0.0380,13.55,0.00,62.7,0.3,717,,,,-,-,FALSE
359496368,1178.01,1,PC,2.6659000,0.001960,1685.178550,3.5,279.099635,55.3919651,10.1,589,1.34,1.04,0.500,0.020,4043,4.7,0,0.500,36.72,14,0.0246,12.85,1.00,67.1,0.3,729,,-,-,-,-,FALSE
98796344,455.22,1,PC,3.1242678,0.000400,1421.952500,0.8,45.464200,-16.5934000,8.6,1000,1.00,0.50,0.271,0.050,3340,5.0,0,0.260,6.90,4,0.0458,30.30,0.27,5.6,0.3,392,LTT 1445 system,2.2,2.0,-,-,FALSE
405763009,2433.01,1,PC,nan,nan,1746.356236,2.9,299.439045,56.970593,12.0,3377,1.81,0.66,0.309,0.009,3323,5.0,0,0.309,,"14,15,16",0.0538,nan,0.00,nan,0.3,nan,,,,,,
29960109,393.01,1,PC,2.4922100,0.000610,1411.669420,1.6,42.249300,-14.5379000,10.7,1213,2.20,1.00,0.570,0.050,3823,4.7,0,0.570,67.10,4,0.0354,11.26,0.00,69.9,0.3,737,Crossfield AC Target,,,-,-,FALSE
374829238,785.01,1,PC,18.6408840,0.007591,1363.834447,32.1,88.337467,-65.6339530,11.5,692,3.31,1.00,0.561,0.017,3783,4.4,0,0.561,65.56,9,0.0541,43.51,0.00,4.5,0.3,371,,,,-,-,FALSE
210873792,900.01,1,PC,4.8440500,0.002784,1626.506628,4.6,245.905600,-31.3731000,12.0,1634,2.34,0.97,0.570,0.099,3861,4.7,0,0.570,121.04,12,0.0376,17.54,0.00,30.0,0.3,596,,,,,,FALSE
414870287,1499.01,1,PC,4.9589800,0.001070,1740.858900,1.8,336.872698,59.4338000,7.8,230,1.00,1.00,0.300,0.050,3295,5.0,0,0.300,2509.86,"16, 17",0.0306,27.33,0.00,6.5,0.3,408,,,,,,FALSE
240968774,1467.01,1,PC,5.9733840,0.001413,1766.983728,1.6,19.113929,49.2337800,10.6,1373,1.83,2.41,0.491,0.015,3834,5.0,0,0.491,37.44,17,0.0342,22.29,0.00,18.0,0.3,525,,,,,,FALSE
470987100,1732.01,1,PC,4.1213560,0.000813,1843.294736,2.0,111.801499,53.0450870,11.3,1546,2.54,1.55,0.633,0.019,3876,5.0,0,0.633,74.76,20,0.0368,14.69,0.00,43.4,0.3,654,,,,,,FALSE
274762761,1256.01,1,PC,1.0332440,0.000324,1683.947476,3.8,301.347533,38.2308080,13.6,26112,4.09,8.41,0.156,0.005,2972,5.0,0,0.156,,14,0.2401,14.84,0.00,14.7,0.3,499,,,,,,FALSE
233602827,1749.01,1,PC,4.4892350,0.000131,1685.935806,1.9,282.737771,64.4192000,12.3,1384,2.11,1.76,0.561,0.017,3959,5.0,0,0.561,99.56,"14,15,16,17,18,19",0.0344,16.84,0.00,35.9,0.3,624,,,,,,FALSE
198211976,2283.01,1,PC,0.4018590,0.000014,1683.724447,1.6,248.333818,63.524026,11.2,111,0.55,2.13,0.520,0.015,3621,5.0,0,0.520,49.76,14-26,0.0097,3.55,0.00,567.2,0.3,1244,,,,,,FALSE
236934937,2291.01,1,PC,9.4061930,0.000156,1717.240637,1.5,304.298914,65.871001,12.0,1545,1.92,1.51,0.476,0.014,3869,5.0,0,0.476,69.38,15-25,0.0371,30.80,0.00,9.8,0.3,451,,,,,,FALSE
71347873,2293.01,1,PC,6.0689470,0.000147,1847.823385,2.0,115.592796,70.404597,11.8,1680,2.06,1.79,0.499,0.015,3668,5.0,0,0.499,62.76,"20,26",0.0379,22.26,0.00,15.1,0.3,503,,,,,,FALSE
441798995,2269.01,1,PC,1.4206040,0.000024,1683.350647,1.6,264.147791,77.126122,12.0,448,1.20,1.36,0.548,0.016,3872,4.8,0,0.548,82.19,14-23,0.0200,7.94,0.00,147.8,0.3,889,,,,,,FALSE
441798995,2269.03,1,PC,10.4035780,0.000172,1686.446763,1.4,264.147791,77.126122,12.0,937,1.80,1.16,0.548,0.016,3872,4.8,0,0.548,82.19,14-26,0.0301,29.95,0.00,10.4,0.3,458,,,,,,FALSE
290348382,1113.01,1,PC,6.4404900,0.001150,1658.787150,1.9,328.705971,-77.3367543,9.7,7268,4.00,1.00,0.500,0.050,3744,5.0,0,0.500,23.89,13,0.0734,23.14,0.00,15.2,0.3,503,bright nearby star,-,-,-,-,FALSE
232635922,1745.01,1,PC,5.9855680,0.000170,1683.922079,1.6,281.137146,54.9501110,12.8,2722,2.29,0.88,0.424,0.013,3759,5.0,0,0.424,84.03,"14,15,16,18,19",0.0495,24.58,0.00,13.7,0.3,490,,,,,,FALSE
29959760,2444.01,1,PC,1.6473890,0.000124,2145.041127,1.3,42.263518,-16.559643,13.7,32326,15.74,21.55,0.594,0.018,3556,5.0,0,0.594,,31,0.2430,8.31,0.00,96.0,0.3,798,,,,,,FALSE
4294779,2451.01,1,PC,0.3438890,0.000045,2174.475148,1.0,81.312672,-0.770745,15.9,24850,8.56,1.90,0.540,0.024,3199,5.0,0,0.540,,31,0.1453,3.12,0.00,447.5,0.3,1172,,,,,,FALSE
230086768,1635.01,1,PC,8.8577830,0.000751,1797.127328,2.7,246.624600,66.1435780,13.3,102947,17.91,17.46,0.389,0.012,3496,5.0,0,0.389,89.67,18,0.4222,33.82,0.00,5.4,0.3,389,,,,,,FALSE
168751223,2331.01,1,PC,4.7151900,0.000730,1460.07339,2.1,62.671346,-32.992526,13.4,7310,4.98,0.32,0.570,0.020,3798,5.0,0,0.570,,5,0.0802,17.23,0.00,29.1,0.3,592,,,,,,FALSE
59128183,2453.01,1,PC,4.4413360,0.000804,2174.829009,1.3,74.837282,12.936448,12.4,3780,3.12,1.78,0.502,0.015,3609,5.0,0,0.502,,32,0.0569,18.00,0.00,21.7,0.3,550,,,,,,FALSE
434260570,2455.01,1,PC,4.7204570,0.000285,2177.194695,1.8,64.243752,14.771793,13.0,43271,11.60,0.95,0.490,0.015,3553,5.0,0,0.490,,32,0.2172,19.07,0.00,18.2,0.3,526,,,,,,FALSE
149788158,727.01,2,LEPC,4.7260900,0.002000,1517.945180,1.7,130.736800,-2.4981000,11.4,1650,2.31,1.00,0.520,0.050,3746,4.8,0,0.520,84.00,8,0.0407,18.34,0.00,24.3,0.3,566,,,,-,-,FALSE
125405602,821.01,2,LEPC,13.8300220,0.004073,1606.784642,1.4,209.614700,-23.2765000,11.2,2557,2.81,1.00,0.477,0.050,3669,4.8,0,0.477,70.50,11,0.0540,39.75,0.00,4.8,0.3,376,,,,,,FALSE
90504905,1234.01,1,LEPC,2.2765350,0.001060,1685.613152,3.8,290.572370,26.3195550,13.8,15020,5.19,0.58,0.411,0.012,3443,5.0,0,0.411,104.91,14,0.1158,13.17,0.00,33.6,0.3,614,,,,,,FALSE
2760710,227.01,5,STPC,15.6040000,0.010000,1364.102069,1.5,356.527700,-16.6912000,14.3,30400,2.43,1.00,0.241,0.007,3176,5.0,0,0.212,52.34,2,0.0926,67.91,0.00,0.9,0.3,249,oooeee,-,-,-,-,FALSE
220459976,285.01,5,STPC,32.3325280,0.001591,1361.663925,3.5,74.697149,-56.3940490,12.1,2426,3.03,1.00,0.660,0.050,3891,4.6,0,0.660,115.80,2,0.0421,56.39,0.00,3.0,0.3,335,,,,-,-,FALSE
459837008,2267.01,1,PC,3.4949590,0.000034,1816.154418,0.9,65.052172,84.901766,12.3,2427,1.21,1.11,0.243,0.008,3022,5.0,0,0.243,,"19,20,25,26",0.0456,24.92,0.00,5.6,0.3,392,,,,,,TRUE
322270620,1083.01,1,VPC,12.9803028,0.004661,1666.870040,2.0,296.829400,-87.3216000,12.1,3300,2.70,0.79,0.448,0.069,3614,4.8,0,0.448,68.91,13,0.0554,39.73,0.00,4.5,0.3,371,,,,,,TRUE
356016119,2094.01,1,VPC,18.7931800,0.000385,1691.330270,1.4,254.143230,70.0273160,12.3,1600,1.50,1.00,0.377,0.011,3566,4.8,0,0.361,50.02,"14,15,16,17,19,20,21,22,23",0.0365,56.80,0.90,2.1,0.3,306,oooeeee!,,,,,TRUE
166184426,1955.11,1,VPC,16.3121000,0.001250,1600.450920,2.0,206.104200,-40.3367000,10.7,2500,2.23,0.62,0.310,0.010,3625,5.0,0,0.310,22.47,11,0.0660,59.14,0.00,2.0,0.5,280,oooooooeeeeeeee,,,,,FALSE
166184426,1955.01,1,NPC,16.3121000,0.001250,1600.450920,2.0,206.104200,-40.3367000,10.7,2500,2.23,0.62,0.310,0.010,3625,5.0,0,0.310,22.47,11,0.0660,59.14,0.00,2.0,0.5,280,oooooooeeeeeeee,,,,,FALSE
198485881,2257.01,1,VPC,35.1893040,0.006641,1691.275171,3.6,194.740339,77.66158,13.0,5134,2.36,0.54,0.327,0.010,3446,4.8,0,0.327,57.79,"14,20,21,26",0.0661,95.29,0.00,0.6,0.3,228,ooooeee,,,,,FALSE
329148988,2285.01,1,VPC,27.2695220,0.000711,1747.183178,2.5,332.563088,58.706183,11.3,1696,1.90,1.49,0.460,0.014,3546,5.0,0,0.460,42.41,"16,17,24",0.0380,64.03,0.00,1.6,0.3,287,oooeee,,,,,FALSE
44313455,2142.01,1,PC,9.3017370,0.003174,2014.833131,2.2,267.04687,15.979651,11.1,1590,1.46,1.37,0.364,0.011,3472,5.0,0,0.364,27.75,26,0.0368,36.54,0.00,4.5,0.3,371,oooeee,,,,,FALSE
33091590,2495.01,1,PC,7.795385,0.003024,2208.384505,1.694157,104.826976,-4.828231,12.2285,2783.912923,1.893926,1.366295,0.352909,0.010682,3356.0000000,5.0,0,0.353,,33,0.0492,33.16,0.00,4.8,0.3,377,,,,,,FALSE
362249359,833.01,1,PC,1.0418926,0.000155,1597.253274,1.2,145.646900,-62.4763000,10.1,576,1.44,1.00,0.592,0.050,3965,4.7,0,0.592,54.40,11,0.0223,6.14,0.00,272.0,0.3,1035,,,,-,-,FALSE
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Try next Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Requested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Have Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#difficult/not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Not a planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
